Timestamp (s),Context,Event Name,Event Class,Event Id,Core #,Δ T (s),Parameters
4.196587,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.196587,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196594,"Task0","semGive","Semaphore Events","10012","0",0.000007,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.196594,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196595,"Task0","taskUnsafe","Task Events","10007","0",0.000001,"taskId=0x62a99040, safeCnt=1"
4.196595,"Task0","taskSafe","Task Events","10006","0",0,"taskId=0x62a99040, safeCnt=0"
4.196595,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.196596,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de150, semOwner=0x00000000, recurse=0"
4.196596,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196596,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196596,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x62a99040, recurse=0"
4.196596,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196596,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.196597,"Task0","semGive","Semaphore Events","10012","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196606,"Task0","semGive","Semaphore Events","10012","0",0.000009,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.196606,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196606,"Task0","taskUnsafe","Task Events","10007","0",0,"taskId=0x62a99040, safeCnt=1"
4.196607,"Task0","taskSafe","Task Events","10006","0",0.000001,"taskId=0x62a99040, safeCnt=0"
4.196607,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.196607,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x00000000, recurse=0"
4.196607,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196607,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196607,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x62a99040, recurse=0"
4.196608,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196608,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196608,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196608,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196608,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196608,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196608,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196609,"Task0","semGive","Semaphore Events","10012","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196609,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196609,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196609,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196609,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196609,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196609,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196609,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.19661,"Task0","semGive","Semaphore Events","10012","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.19661,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.19661,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.19661,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.19661,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.19661,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.19661,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.196611,"Task0","semGive","Semaphore Events","10012","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.196617,"Task0","semGive","Semaphore Events","10012","0",0.000006,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.196617,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.196617,"Task0","taskUnsafe","Task Events","10007","0",0,"taskId=0x62a99040, safeCnt=1"
4.215013,"Interrupt14","intEnt-14","Interrupt Events","116","0",0.018396,""
4.215014,"Interrupt14","tickAnnounce","Tick Events","59","0",0.000001,""
4.215014,"Interrupt14","intExit","Interrupt Events","101","0",0,""
4.23502,"Interrupt14","intEnt-14","Interrupt Events","116","0",0.020006,""
4.235021,"Interrupt14","tickAnnounce","Tick Events","59","0",0.000001,""
4.235022,"Interrupt14","intExit","Interrupt Events","101","0",0.000001,""
4.253558,"Task0","taskSafe","Task Events","10006","0",0.018536,"taskId=0x62a99040, safeCnt=0"
4.253559,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.253559,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x00000000, recurse=0"
4.25356,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253561,"Task0","semGive","Semaphore Events","10012","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253561,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x62a99040, recurse=0"
4.253562,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253562,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253562,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253562,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253562,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253562,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253562,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253562,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253563,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253563,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.253563,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253592,"Task0","semGive","Semaphore Events","10012","0",0.000029,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.253592,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253592,"Task0","taskUnsafe","Task Events","10007","0",0,"taskId=0x62a99040, safeCnt=1"
4.253602,"Task0","taskSafe","Task Events","10006","0",0.00001,"taskId=0x62a99040, safeCnt=0"
4.253602,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.253602,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x00000000, recurse=0"
4.253603,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253603,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253603,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x62a99040, recurse=0"
4.253603,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253603,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.253603,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.25361,"Task0","semGive","Semaphore Events","10012","0",0.000007,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.25361,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253611,"Task0","taskUnsafe","Task Events","10007","0",0.000001,"taskId=0x62a99040, safeCnt=1"
4.253611,"Task0","taskSafe","Task Events","10006","0",0,"taskId=0x62a99040, safeCnt=0"
4.253611,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.253611,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x00000000, recurse=0"
4.253612,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253612,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253612,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x62a99040, recurse=0"
4.253612,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253612,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253612,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253612,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253613,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253613,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253613,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253613,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253613,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253613,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253613,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253613,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253614,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253614,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253614,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253614,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253614,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253614,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253614,"Task0","semTake","Semaphore Events","10015","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253614,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253615,"Task0","semTake","Semaphore Events","10015","0",0.000001,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253615,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.253615,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=1"
4.253623,"Task0","semGive","Semaphore Events","10012","0",0.000008,"semId=0x621de1d0, semOwner=0x00000000, recurse=0"
4.253623,"Task0","semGive","Semaphore Events","10012","0",0,"semId=0x621de150, semOwner=0x62a99040, recurse=0"
4.253623,"Task0","taskUnsafe","Task Events","10007","0",0,"taskId=0x62a99040, safeCnt=1"
4.253624,"Task0","taskDelay","Task Events","10002","0",0.000001,"ticks=18"
4.253626,"Task0","State change","State Change Events","61","0",0.000002,"taskId=0x62a99040, oldState=Running, newState=Delayed"
4.253626,"Task2","[Exit - Task switch]","Kernel Events","52","0",0,"tid=0x62a99660, priority=210"
